"COWID","ZONE_CODE","COUNT","AREA","MIN","MAX","RANGE","MEAN","STD","SUM","GWCODE"
385,52,463133,310061572602,0,2583.88769531,2583.88769531,276.275500664,230.737217322,127952301.449,385
380,53,660127,441946515876,0,1835.97790527,1835.97790527,84.3238865432,96.8147000933,55664474.2521,380
615,54,3474278,2325984329210,0,1595.0949707,1595.0949707,38.3711213765,74.1430913203,133311942.834,615
232,55,759,508140714.666,220.726074219,1458.31787109,1237.59179688,657.17174921,214.275783213,498793.357651,232
471,56,698066,467346187251,0,1664.00927734,1664.00927734,45.3696537297,77.1705140311,31671012.7005,471
482,57,930111,622697323134,0,715.346069336,715.346069336,17.7344898327,23.2897849118,16495044.0728,482
221,58,15,10042306.6139,307.449188232,801.220947266,493.771759033,533.353619385,155.209715787,8000.30429077,221
616,59,232190,155448211513,0,1023.36407471,1023.36407471,51.1909256837,73.6428015888,11886021.0345,616
434,60,174572,116873703347,0,570.827453613,570.827453613,13.3132972722,18.5529557783,2324128.93141,434
411,61,40118,26858483782.6,0,1139.15405273,1139.15405273,43.316370222,86.1683768688,1737766.14057,411
